Date,"Poondi
Inflow
Total","Poondi
Inflow
Catchment","Poondi
Inflow
KP Canal","Poondi
Outflow
Total","Poondi
Outflow
Evaporation","Poondi
Outflow
Irrigation","Poondi
Outflow
Dam","Poondi
Outflow
Link Canal","Poondi
Outflow
Baby Canal","Cholavaram
Inflow
Total","Cholavaram
Inflow
Catchment","Cholavaram
Inflow
U.S. Channel","Cholavaram
Outflow
Total","Cholavaram
Outflow
Evaporation","Cholavaram
Outflow
Irrigation","Cholavaram
Outflow
Dam","Cholavaram
Outflow
L.S. Channel","Redhills
Inflow
Total","Redhills
Inflow
Catchment","Redhills
Inflow
Feeder canal","Redhills
Inflow
Cholavaram","Redhills
Outflow
Total","Redhills
Outflow
Evaporation","Redhills
Outflow
Irrigation","Redhills
Outflow
Dam","Redhills
Outflow
Metro","Chembarambakkam
Inflow
Total","Chembarambakkam
Inflow
Catchment","Chembarambakkam
Inflow
Link Canal","Chembarambakkam
Outflow
Total","Chembarambakkam
Outflow
Evaporation","Chembarambakkam
Outflow
Irrigation","Chembarambakkam
Outflow
Dam","Chembarambakkam
Outflow
Metro","Chembarambakkam
Outflow
Sipcot","Veeranam
Inflow
Total","Veeranam
Inflow
Catchment","Veeranam
Inflow
Vadavar","Veeranam
Outflow
Total","Veeranam
Outflow
Evaporation","Veeranam
Outflow
Irrigation","Veeranam
Outflow
Dam","Veeranam
Outflow
CMWSSB","Veeranam
Outflow
VNSS","ThervoyKandigai
Inflow
Total","ThervoyKandigai
Inflow
Catchment","ThervoyKandigai
Inflow
From Kandaleru","ThervoyKandigai
Outflow
Total","ThervoyKandigai
Outflow
Evaporation","ThervoyKandigai
Outflow
Irrigation","ThervoyKandigai
Outflow
Dam","ThervoyKandigai
Outflow
To Poondi"
11-Jan-22,326,326,0,326,35,0,83,194,14,15,15,0,15,15,0,0,0,111,111,0,0,285,43,0,100,142,145,50,95,297,40,0,150,104,3,101,0,101,349,0,286,0,63,0,137,137,0,137,0,0,137,0
12-Jan-22,326,326,0,326,35,0,83,194,14,15,15,0,15,15,0,0,0,111,111,0,0,285,43,0,100,142,145,50,95,300,40,0,150,107,3,0,0,0,373,0,310,0,63,0,119,119,0,119,0,0,119,0
13-Jan-22,326,326,0,326,35,0,83,194,14,15,15,0,15,15,0,0,0,111,111,0,0,285,43,0,100,142,145,50,95,300,40,0,150,107,3,91,0,91,91,0,29,0,62,0,102,102,0,102,0,0,102,0
14-Jan-22,266,266,0,266,35,0,83,134,14,15,15,0,15,15,0,0,0,111,111,0,0,188,43,0,0,145,145,50,95,145,40,0,0,102,3,91,0,91,91,0,29,0,62,0,102,102,0,102,0,0,102,0
15-Jan-22,266,266,0,266,35,0,83,134,14,15,15,0,15,15,0,0,0,111,111,0,0,189,43,0,0,146,65,0,65,146,40,0,0,106,0,91,0,91,91,0,29,0,62,0,102,102,0,102,0,0,102,0
16-Jan-22,266,266,0,266,35,0,83,134,14,15,15,0,15,15,0,0,0,111,111,0,0,185,43,0,0,142,65,0,65,147,40,0,0,104,3,91,0,91,91,29,0,0,62,0,81,81,0,81,0,0,81,0
17-Jan-22,239,239,0,239,35,0,83,107,14,15,15,0,15,15,0,0,0,111,111,0,0,196,43,0,0,153,0,0,0,150,40,0,0,107,3,91,0,91,91,0,28,0,63,0,81,81,0,81,0,0,81,0
18-Jan-22,223,223,0,223,35,0,83,91,14,15,15,0,15,15,0,0,0,111,111,0,0,193,43,0,0,150,150,150,0,149,40,0,0,106,3,197,197,0,73,0,10,0,63,0,81,81,0,81,0,0,81,0
19-Jan-22,223,223,0,223,35,0,83,91,14,15,15,0,15,15,0,0,0,111,111,0,0,191,43,0,0,148,0,0,0,148,40,0,0,105,3,277,277,0,153,25,0,0,63,65,81,81,0,81,0,0,81,0
20-Jan-22,161,161,0,439,35,0,0,390,14,15,15,0,15,15,0,0,0,281,111,170,0,196,43,0,0,153,160,0,160,150,40,0,0,107,3,277,0,277,153,0,26,0,62,65,81,81,0,81,0,0,81,0
21-Jan-22,150,150,0,439,35,0,0,390,14,15,15,0,15,15,0,0,0,193,23,170,0,193,43,0,0,150,170,0,170,149,40,0,0,106,3,277,0,277,153,0,26,0,62,65,81,81,0,81,0,0,81,0
22-Jan-22,115,115,0,439,35,0,0,390,14,15,15,0,15,15,0,0,0,193,23,170,0,196,43,0,0,153,160,0,160,150,40,0,0,107,3,180,0,180,180,117,0,0,63,0,71,71,0,71,0,0,71,0
23-Jan-22,105,105,0,439,35,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,195,43,0,0,152,160,0,160,149,40,0,0,106,3,180,0,180,180,0,117,0,63,0,71,71,0,71,0,0,71,0
24-Jan-22,92,92,0,439,35,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,194,43,0,0,151,310,150,160,150,40,0,0,107,3,197,0,197,73,0,10,0,63,0,44,44,0,44,0,0,44,0
25-Jan-22,85,85,0,439,35,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,195,43,0,0,152,160,0,160,151,40,0,0,108,3,197,0,197,73,0,10,0,63,0,44,44,0,44,0,0,44,0
26-Jan-22,85,85,0,439,35,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,191,43,0,0,148,160,0,160,151,40,0,0,108,3,271,0,271,147,0,84,0,63,0,44,44,0,44,0,0,44,0
27-Jan-22,85,85,0,439,35,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,191,43,0,0,148,160,0,160,151,40,0,0,108,3,187,0,187,187,0,84,0,63,40,44,44,0,44,0,0,44,0
28-Jan-22,65,65,0,439,35,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,191,43,0,0,148,170,0,170,151,40,0,0,108,3,195,195,0,195,0,84,0,71,40,44,44,0,44,0,0,44,0
29-Jan-22,45,45,0,439,35,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,192,43,0,0,149,170,0,170,151,40,0,0,108,3,147,0,147,147,0,84,0,63,0,44,44,0,44,0,0,44,0
30-Jan-22,45,45,0,439,35,0,0,390,14,15,15,0,15,15,0,0,0,216,46,0,170,193,43,0,0,150,170,0,170,146,40,0,0,0,103,51,0,51,175,0,112,0,63,0,44,44,0,44,0,0,44,0
31-Jan-22,40,40,0,439,35,0,0,14,390,15,15,0,15,15,0,0,0,216,46,170,0,191,43,0,0,148,170,0,170,146,40,0,0,103,3,92,0,92,92,0,29,0,63,0,44,44,0,44,0,0,44,0
01-Feb-22,0,,,444,40,0,0,390,14,15,15,0,15,15,0,0,0,216,46,0,170,191,43,0,0,148,170,0,170,150,40,0,0,107,3,92,0,92,92,0,29,0,63,0,44,44,0,44,0,0,44,0
02-Feb-22,0,0,0,444,40,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,194,43,0,0,151,170,0,170,150,40,0,0,107,3,92,0,92,92,0,29,0,63,0,44,44,0,44,44,0,0,0
03-Feb-22,0,0,0,444,40,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,195,43,0,0,152,170,0,170,151,40,0,0,108,3,91,0,91,91,0,29,0,62,0,44,44,0,44,0,0,44,0
04-Feb-22,0,0,0,444,40,0,0,390,14,15,0,15,15,15,0,0,0,216,46,170,0,202,43,0,0,159,170,0,170,150,40,0,0,107,3,91,0,91,91,0,29,0,62,0,44,44,0,44,0,0,44,0
05-Feb-22,0,0,0,444,40,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,201,43,0,0,158,170,0,170,150,40,0,0,107,3,0,0,0,124,0,61,0,63,0,44,44,0,44,0,0,44,0
06-Feb-22,0,0,0,444,40,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,191,43,0,0,148,170,0,170,147,40,0,0,104,3,0,0,0,248,0,85,0,61,102,44,44,0,44,0,0,44,0
07-Feb-22,0,0,0,444,40,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,203,43,0,0,160,170,0,170,149,40,0,0,106,3,0,0,0,248,0,61,0,63,124,44,44,0,44,0,0,44,0
08-Feb-22,0,0,0,444,40,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,206,43,0,0,163,170,0,170,151,40,0,0,108,3,0,0,0,248,0,61,0,63,124,44,44,0,44,0,0,44,0
09-Feb-22,0,0,0,444,40,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,201,43,0,0,158,170,0,170,151,40,0,0,108,3,0,0,0,248,58,0,0,63,127,29,29,0,29,0,0,29,0
10-Feb-22,0,0,0,444,40,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,204,43,0,0,161,170,0,170,151,40,0,0,108,3,0,0,0,248,0,58,0,63,127,29,29,0,29,0,0,29,0
11-Feb-22,0,0,0,444,40,0,0,390,14,15,15,0,15,15,0,0,0,216,46,170,0,201,43,0,0,158,170,0,170,151,40,0,0,108,3,0,0,0,248,0,58,0,62,128,29,29,0,29,0,0,29,0
12-Feb-22,0,0,0,441,40,0,0,390,11,0,0,0,15,15,0,0,0,216,46,170,0,201,43,0,0,158,170,0,170,157,40,0,0,107,10,0,0,0,124,0,22,0,61,41,29,29,0,29,0,0,29,0
13-Feb-22,0,0,0,444,40,0,0,390,14,0,0,0,15,15,0,0,0,216,46,170,0,204,43,0,0,161,170,0,170,161,40,10,0,108,3,0,0,0,124,0,61,0,63,0,29,29,0,29,0,0,29,0
14-Feb-22,0,0,0,444,40,0,0,390,14,0,0,0,15,15,0,0,0,216,46,170,0,205,43,0,0,162,170,0,170,161,40,10,0,108,3,0,0,0,124,0,60,0,64,0,29,29,0,29,0,0,29,0
15-Feb-22,0,0,0,444,40,0,0,390,14,0,0,0,15,15,0,0,0,216,46,170,0,205,43,0,0,162,170,0,170,166,40,15,0,108,3,0,0,0,124,0,60,0,64,0,25,25,0,25,6,0,19,0
16-Feb-22,0,0,0,444,40,0,0,390,14,0,0,0,15,15,0,0,0,216,46,170,0,202,43,0,0,159,170,0,170,166,40,15,0,108,3,0,0,0,94,0,31,0,63,0,25,25,0,25,6,0,19,0
17-Feb-22,0,0,0,443,40,0,0,390,13,0,0,0,15,15,0,0,0,216,46,170,0,205,43,0,0,162,170,0,170,166,40,15,0,108,3,0,0,0,94,0,31,0,63,0,22,22,0,22,6,0,16,0
18-Feb-22,0,0,0,443,40,0,0,390,13,0,0,0,15,15,0,0,0,216,46,170,0,205,43,0,0,162,170,0,170,171,40,20,0,108,3,0,0,0,189,0,126,0,63,0,22,22,0,22,6,0,16,0
19-Feb-22,0,0,0,443,40,0,0,390,13,0,0,0,15,15,0,0,0,216,46,170,0,206,43,0,0,163,170,0,170,171,40,20,0,108,3,0,0,0,284,0,102,0,63,119,22,22,0,22,6,0,16,0
20-Feb-22,0,0,0,443,40,0,0,390,13,0,0,0,15,15,0,0,0,216,46,0,170,202,43,0,0,159,170,0,170,171,40,20,0,108,3,0,0,0,284,0,99,0,63,122,22,22,0,22,6,0,16,0
21-Feb-22,0,0,0,443,40,0,0,390,13,0,0,0,15,15,0,0,0,216,46,0,170,201,43,0,0,158,170,0,170,168,40,20,0,108,0,0,0,0,278,0,65,0,63,150,22,22,0,22,6,0,16,0
22-Feb-22,0,0,0,443,40,0,0,390,13,0,0,0,15,15,0,0,0,216,46,170,0,201,43,0,0,158,170,0,170,171,40,20,0,108,3,0,0,0,290,0,77,0,63,150,22,22,0,22,6,0,16,0
23-Feb-22,0,0,0,443,40,0,0,390,13,0,0,0,15,15,0,0,0,170,0,170,0,202,43,0,0,159,170,0,170,171,40,20,0,108,3,0,0,0,284,71,0,0,63,150,22,22,0,22,6,0,16,0
24-Feb-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,110,0,110,0,205,43,0,0,162,0,0,0,171,40,20,0,108,3,0,0,0,284,0,71,0,63,150,22,22,0,22,6,0,16,0
25-Feb-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,70,0,70,0,202,43,0,0,159,0,0,0,171,40,20,0,108,3,0,0,0,284,0,71,0,63,150,22,22,0,22,6,0,16,0
26-Feb-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,26,0,0,26,204,43,0,0,161,0,0,0,171,40,20,0,108,3,0,0,0,94,0,31,0,63,0,22,22,0,22,6,0,16,0
27-Feb-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,203,43,0,0,160,0,0,0,170,40,20,0,107,3,0,0,0,94,0,31,0,63,0,22,22,0,22,6,0,16,0
28-Feb-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,206,43,0,0,163,0,0,0,171,40,20,0,108,3,0,0,0,94,0,31,0,63,0,22,22,0,22,6,0,16,0
01-Mar-22,0,0,0,48,35,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,202,43,0,0,159,0,0,0,171,40,20,0,108,3,0,0,0,93,0,30,0,63,0,22,22,0,22,6,0,16,0
02-Mar-22,0,0,0,48,35,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,203,43,0,0,160,0,0,0,170,40,20,0,107,3,0,0,0,94,0,30,0,64,0,22,22,0,22,6,0,16,0
03-Mar-22,0,0,0,48,35,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,205,43,0,0,162,0,0,0,171,40,20,0,108,3,0,0,0,94,0,31,0,63,0,22,22,0,22,16,0,6,0
04-Mar-22,0,0,0,48,35,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,205,43,0,0,162,0,0,0,175,40,25,0,107,3,0,0,0,94,0,31,0,63,0,22,22,0,22,6,0,16,0
05-Mar-22,0,0,0,48,35,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,204,43,0,0,161,0,0,0,175,40,25,0,107,3,63,0,63,63,0,0,0,63,0,22,22,0,22,6,0,16,0
06-Mar-22,0,0,0,48,35,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,204,43,0,0,161,0,0,0,186,45,30,0,108,3,159,0,159,65,0,0,0,65,0,22,22,0,22,6,0,16,0
07-Mar-22,0,0,0,48,35,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,204,43,0,0,161,0,0,0,183,45,30,0,105,3,448,0,448,69,0,0,0,69,0,22,22,0,22,6,0,16,0
08-Mar-22,0,0,0,48,35,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,205,43,0,0,162,0,0,0,185,45,30,0,107,3,260,0,260,71,0,0,0,71,0,22,22,0,22,6,0,16,0
09-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,216,43,0,0,173,0,0,0,184,45,30,0,106,3,165,0,165,71,0,0,0,71,0,22,22,0,22,6,0,16,0
10-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,221,43,0,0,178,0,0,0,183,45,30,0,105,3,71,0,71,71,0,0,0,71,0,22,22,0,22,6,0,16,0
11-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,218,43,0,0,175,0,0,0,183,45,30,0,105,3,71,0,71,71,0,0,0,71,0,22,22,0,22,6,0,16,0
12-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,201,43,0,0,158,0,0,0,183,45,30,0,105,3,70,0,70,70,0,0,0,70,0,22,22,0,22,6,0,16,0
13-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,193,43,0,0,150,0,0,0,183,45,30,0,105,3,70,0,70,70,0,0,0,70,0,22,22,0,22,6,0,16,0
14-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,214,43,0,0,171,0,,,183,45,30,0,105,3,70,0,70,70,0,0,0,70,0,22,22,0,22,6,0,16,0
15-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,214,43,0,0,171,0,0,0,182,45,30,0,104,3,70,0,70,70,0,0,0,70,0,22,22,0,22,6,0,16,0
16-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,213,43,0,0,170,0,0,0,186,45,30,0,108,3,70,0,70,6,0,0,0,6,0,22,22,0,22,6,0,16,0
17-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,195,43,0,0,152,0,0,0,185,45,30,0,107,3,0,0,0,61,0,0,0,61,0,22,22,0,22,6,0,16,0
18-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,193,43,0,0,150,0,0,0,185,45,30,0,107,3,0,0,0,63,0,0,0,63,0,22,22,0,22,6,0,16,0
19-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,15,15,0,0,0,0,0,0,0,191,43,0,0,148,0,0,0,185,45,30,0,107,3,0,0,0,63,0,0,0,63,0,22,22,0,22,6,0,16,0
20-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,200,0,200,0,200,0,186,43,0,0,143,0,0,0,184,45,30,0,106,3,0,0,0,70,0,0,0,70,0,22,22,0,22,6,0,16,0
21-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,189,43,0,0,146,0,0,0,185,45,30,0,107,3,0,0,0,69,0,0,0,69,0,22,22,0,22,6,0,16,0
22-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,191,43,0,0,148,0,0,0,185,45,30,0,107,3,0,0,0,68,0,0,0,68,0,22,22,0,22,6,0,16,0
23-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,188,43,0,0,145,0,0,0,186,45,30,0,108,3,0,0,0,67,0,0,0,67,0,22,22,0,22,6,0,16,0
24-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,188,43,0,0,145,0,0,0,185,45,30,0,107,3,0,0,0,67,0,0,0,67,0,22,22,0,22,6,0,16,0
25-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,191,43,0,0,148,0,0,0,184,45,30,0,106,3,67,0,67,67,0,0,0,67,0,22,22,0,22,6,0,16,0
26-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,185,43,0,0,142,0,0,0,173,45,30,0,98,0,251,0,251,62,0,0,0,62,0,22,22,0,22,6,0,16,0
27-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,190,43,0,0,147,0,0,0,184,45,30,0,106,3,161,0,161,67,0,0,0,67,0,22,22,0,22,6,0,16,0
28-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,185,43,0,0,142,0,0,0,184,45,30,0,106,3,161,0,161,67,0,0,0,67,0,22,22,0,22,6,0,16,0
29-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,185,43,0,0,142,0,0,0,182,45,30,0,104,3,161,0,161,67,0,0,0,67,0,22,22,0,22,6,0,16,0
30-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,188,43,0,0,145,0,0,0,185,45,30,0,107,3,161,0,161,67,0,0,0,67,0,10,10,0,10,10,0,0,0
31-Mar-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,191,43,0,0,148,0,0,0,185,45,30,0,107,3,256,0,256,67,0,0,0,67,0,10,10,0,10,10,0,0,0
01-Apr-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,191,43,0,0,148,0,0,0,182,40,35,0,107,0,256,0,256,67,0,0,0,67,0,10,10,0,10,10,0,0,0
02-Apr-22,0,0,0,53,40,0,0,0,13,0,0,0,215,15,0,0,200,200,0,0,200,189,43,0,0,146,0,0,0,185,40,35,0,107,3,256,0,256,67,0,0,0,67,0,5,5,0,15,15,0,0,0
03-Apr-22,0,0,0,53,40,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,209,55,0,0,154,0,0,0,170,45,15,0,107,3,351,0,351,67,0,0,0,67,0,5,5,0,15,15,0,0,0
04-Apr-22,0,0,0,53,40,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,231,55,0,0,176,0,0,0,169,45,15,,106,3,161,0,161,67,0,0,0,67,0,3,3,0,15,15,0,0,0
05-Apr-22,0,0,0,53,40,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,231,55,0,0,176,0,0,0,160,45,5,0,107,3,160,0,160,66,0,0,0,66,0,3,3,0,15,15,0,0,0
06-Apr-22,0,0,0,53,40,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,211,55,0,0,156,0,0,0,158,45,5,0,105,3,67,0,67,67,0,0,0,67,0,3,3,0,15,15,0,0,0
07-Apr-22,0,0,0,63,50,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,215,55,0,0,160,0,0,0,160,45,5,0,107,3,0,0,0,68,0,0,0,68,0,3,3,0,15,15,0,0,0
08-Apr-22,0,0,0,63,50,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,215,55,0,0,160,0,0,0,159,45,5,0,106,3,0,0,0,67,0,0,0,67,0,0,0,0,15,15,0,0,0
09-Apr-22,0,0,0,63,50,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,215,55,0,0,160,0,0,0,149,0,45,0,101,3,0,0,0,68,0,0,0,68,0,0,0,0,15,15,0,0,0
10-Apr-22,0,0,0,63,50,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,220,55,0,0,165,0,0,0,153,45,0,0,105,3,0,0,0,67,0,0,0,67,0,0,0,0,15,15,0,0,0
11-Apr-22,0,0,0,63,50,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,213,55,0,0,158,0,0,0,152,45,0,0,104,3,0,0,0,67,0,0,0,67,0,0,0,0,15,15,0,0,0
12-Apr-22,0,0,0,63,50,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,210,55,0,0,155,0,0,0,155,45,0,0,107,3,0,0,0,67,0,0,0,67,0,0,0,0,15,15,0,0,0
13-Apr-22,0,0,0,63,50,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,213,55,0,0,158,0,0,0,156,45,0,0,108,3,0,0,0,67,0,0,0,67,0,0,0,0,15,15,0,0,0
14-Apr-22,0,0,0,63,50,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,224,55,0,0,169,0,0,0,156,45,0,0,108,3,0,0,0,67,0,0,0,67,0,0,0,0,15,15,0,0,0
15-Apr-22,0,0,0,63,50,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,224,55,0,0,169,0,0,0,156,45,0,0,108,3,0,0,0,67,0,0,0,67,0,0,0,0,15,15,0,0,0
16-Apr-22,0,0,0,63,50,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,214,55,0,0,159,0,0,0,155,45,0,0,107,3,0,0,0,66,0,0,0,66,0,0,0,0,15,15,0,0,0
17-Apr-22,0,0,0,63,50,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,213,55,0,0,158,0,0,0,155,45,0,0,107,3,0,0,0,66,0,0,0,66,0,0,0,0,15,15,0,0,0
18-Apr-22,0,0,0,63,50,0,0,0,13,0,0,0,224,24,0,0,200,200,0,0,200,215,55,0,160,0,0,0,0,154,45,0,0,106,3,68,0,68,68,0,0,0,68,0,0,0,0,15,15,0,0,0
