Date,"Poondi
Inflow
Total","Poondi
Inflow
Catchment","Poondi
Inflow
KP Canal","Poondi
Outflow
Total","Poondi
Outflow
Evaporation","Poondi
Outflow
Irrigation","Poondi
Outflow
Dam","Poondi
Outflow
Link Canal","Poondi
Outflow
Baby Canal","Cholavaram
Inflow
Total","Cholavaram
Inflow
Catchment","Cholavaram
Inflow
U.S. Channel","Cholavaram
Outflow
Total","Cholavaram
Outflow
Evaporation","Cholavaram
Outflow
Irrigation","Cholavaram
Outflow
Dam","Cholavaram
Outflow
L.S. Channel","Redhills
Inflow
Total","Redhills
Inflow
Catchment","Redhills
Inflow
Feeder canal","Redhills
Inflow
Cholavaram","Redhills
Outflow
Total","Redhills
Outflow
Evaporation","Redhills
Outflow
Irrigation","Redhills
Outflow
Dam","Redhills
Outflow
Metro","Chembarambakkam
Inflow
Total","Chembarambakkam
Inflow
Catchment","Chembarambakkam
Inflow
Link Canal","Chembarambakkam
Outflow
Total","Chembarambakkam
Outflow
Evaporation","Chembarambakkam
Outflow
Irrigation","Chembarambakkam
Outflow
Dam","Chembarambakkam
Outflow
Metro","Chembarambakkam
Outflow
Sipcot","Veeranam
Inflow
Total","Veeranam
Inflow
Catchment","Veeranam
Inflow
Vadavar","Veeranam
Outflow
Total","Veeranam
Outflow
Evaporation","Veeranam
Outflow
Irrigation","Veeranam
Outflow
Dam","Veeranam
Outflow
CMWSSB","Veeranam
Outflow
VNSS","ThervoyKandigai
Inflow
Total","ThervoyKandigai
Inflow
Catchment","ThervoyKandigai
Inflow
From Kandaleru","ThervoyKandigai
Outflow
Total","ThervoyKandigai
Outflow
Evaporation","ThervoyKandigai
Outflow
Irrigation","ThervoyKandigai
Outflow
Dam","ThervoyKandigai
Outflow
To Poondi"
11-Jan-24,70,70,0,26,25,0,0,0,1,16,16,0,16,16,0,0,0,96,96,0,0,189,30,0,0,159,68,68,0,126,15,0,0,108,3,162,162,0,65,0,0,0,65,0,5,5,0,10,10,0,0,
12-Jan-24,40,40,0,30,25,0,0,0,5,16,16,0,16,16,0,0,0,96,96,0,0,189,30,0,0,159,68,68,0,107,15,0,0,87,5,249,102,147,59,0,0,0,59,0,5,5,0,10,10,0,0,
13-Jan-24,40,40,0,37,25,0,0,0,12,16,16,0,16,16,0,0,0,96,96,0,0,189,30,0,0,159,68,68,0,94,15,3,0,73,3,154,0,154,59,0,0,0,59,0,5,5,0,10,10,0,0,
14-Jan-24,40,40,0,38,25,0,0,0,13,16,16,0,16,16,0,0,0,96,96,0,0,189,30,0,0,159,37,37,0,130,15,3,0,108,4,158,0,158,63,0,0,0,63,0,0,0,0,10,10,0,0,
15-Jan-24,40,40,0,38,25,0,0,0,13,16,16,0,16,16,0,0,0,96,96,0,0,189,30,0,0,159,37,37,0,130,15,3,0,109,3,158,0,158,63,0,0,0,63,0,0,0,0,10,10,0,0,
16-Jan-24,40,40,0,38,25,0,0,0,13,16,16,0,16,16,0,0,0,96,96,0,0,189,30,0,0,159,37,37,0,129,15,3,0,109,2,63,0,63,63,0,0,0,63,0,5,5,0,10,10,0,0,
17-Jan-24,40,40,0,38,25,0,0,0,13,16,16,0,16,16,0,0,0,46,46,0,0,189,30,0,0,159,37,37,0,131,15,3,0,109,4,63,0,63,63,0,0,0,63,0,5,5,0,10,10,0,0,
18-Jan-24,40,40,0,38,13,0,0,0,25,16,16,0,16,16,0,0,0,46,46,0,0,189,30,0,0,159,14,14,0,130,15,3,0,109,3,30,0,30,125,0,62,0,63,0,5,5,0,10,10,0,0,
19-Jan-24,0,0,0,38,25,0,0,0,13,16,16,0,16,16,0,0,0,26,26,0,0,189,30,0,0,159,14,14,0,131,15,3,0,108,5,0,0,0,95,0,32,0,63,0,5,5,0,10,10,0,0,
20-Jan-24,0,0,0,38,25,0,0,0,13,0,0,0,16,16,0,0,0,26,26,0,0,189,30,0,0,159,14,14,0,131,15,3,0,109,4,0,0,0,190,0,127,0,63,0,5,5,0,10,10,0,0,
21-Jan-24,0,0,0,38,25,0,0,0,13,0,0,0,16,16,0,0,0,26,26,0,0,189,30,0,0,159,14,14,0,131,15,3,0,109,4,0,0,0,95,0,32,0,63,0,5,5,0,10,10,0,0,
22-Jan-24,0,0,0,38,25,0,0,0,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,14,14,0,130,15,3,0,109,3,0,0,0,95,0,32,0,63,0,5,5,0,10,10,0,0,
23-Jan-24,0,0,0,38,25,0,0,0,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,14,14,0,130,15,3,0,109,3,0,0,0,190,0,127,0,63,0,5,5,0,10,10,0,0,
24-Jan-24,0,0,0,38,25,0,0,0,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,14,14,0,130,15,3,0,109,3,0,0,0,380,0,317,0,63,0,5,5,0,10,10,0,0,
25-Jan-24,0,0,0,38,25,0,0,0,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,14,14,0,131,15,3,0,109,4,0,0,0,285,63,222,0,0,0,5,5,0,10,10,0,0,
26-Jan-24,0,0,0,388,25,0,0,350,13,0,0,0,16,16,0,0,0,175,0,175,0,189,30,0,0,159,38,14,24,131,15,3,0,109,4,0,0,0,190,0,127,0,63,0,5,5,0,10,10,0,0,
27-Jan-24,0,0,0,191,25,0,0,150,16,0,0,0,16,16,0,0,0,62,62,0,0,189,30,0,0,159,144,14,130,131,15,3,0,109,4,0,0,0,190,0,127,0,63,0,5,5,0,10,10,0,0,
28-Jan-24,0,0,0,192,25,0,0,150,17,0,0,0,16,16,0,0,0,36,0,0,36,189,30,0,0,159,144,14,130,130,15,3,0,109,3,0,0,0,190,0,127,0,63,0,5,5,0,10,10,0,0,
29-Jan-24,0,0,0,192,25,0,0,150,17,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,144,14,130,130,15,3,0,109,3,0,0,0,190,0,127,0,63,0,5,5,0,10,10,0,0,
30-Jan-24,0,0,0,192,25,0,0,150,17,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,144,14,130,131,15,3,0,109,4,0,0,0,190,0,127,0,63,0,5,5,0,10,10,0,0,
31-Jan-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,144,14,130,129,15,3,0,109,2,0,0,0,380,0,317,0,63,0,0,0,0,10,10,0,0,
01-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,144,14,130,131,15,3,0,109,4,0,0,0,190,0,127,0,63,0,0,0,0,10,10,0,0,
02-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,144,14,130,131,15,3,0,109,4,0,0,0,190,0,130,0,60,0,0,0,0,10,10,0,0,
03-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,144,14,130,140,20,7,0,109,4,0,0,0,190,0,131,0,59,0,0,0,0,10,10,0,0,
04-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,144,14,130,140,20,8,0,109,3,0,0,0,190,0,139,0,51,0,0,0,0,10,10,0,0,
05-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,140,10,130,140,20,7,,109,4,0,0,0,190,0,131,0,59,0,0,0,0,10,10,0,0,
06-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,5,130,138,20,7,0,109,2,0,0,0,190,0,132,0,58,0,0,0,0,10,10,0,0,
07-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,138,20,7,0,109,2,0,0,0,285,0,227,0,58,0,0,0,0,10,10,0,0,
08-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,139,20,7,0,109,3,0,0,0,190,0,132,0,58,0,0,0,0,10,10,0,0,
09-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,140,20,7,0,109,4,0,0,0,144,0,89,0,55,0,0,0,0,10,10,0,0,
10-Feb-24,0,0,0,189,25,0,0,150,14,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,139,20,7,0,109,3,0,0,0,98,0,43,0,55,0,0,0,0,10,10,0,0,
11-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,140,20,7,0,109,4,0,0,0,98,0,44,0,54,0,0,0,0,10,10,0,0,
12-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,138,20,7,0,109,2,0,0,0,148,0,94,0,54,0,0,0,0,10,10,0,0,
13-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,140,20,7,0,109,4,0,0,0,98,0,46,0,52,0,0,0,0,10,10,0,0,
14-Feb-24,0,0,0,192,25,0,0,150,17,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,140,20,7,0,109,4,0,0,0,148,0,100,0,48,0,0,0,0,10,10,0,0,
15-Feb-24,0,0,0,192,25,0,0,150,17,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,139,20,7,0,109,3,0,0,0,98,0,52,0,46,0,0,0,0,15,15,0,0,
16-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,125,20,7,0,95,3,0,0,0,98,0,53,0,45,0,0,0,0,24,15,9,0,
17-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,139,20,7,0,109,3,0,0,0,148,0,105,0,43,0,0,0,0,23,15,8,0,
18-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,138,20,6,0,109,3,0,0,0,148,0,107,0,41,0,0,0,0,23,15,8,0,
19-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,130,0,130,136,20,5,0,109,2,0,0,0,148,0,108,0,40,0,0,0,0,17,15,2,0,
20-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,132,15,5,0,109,3,0,0,0,148,0,113,0,35,0,0,0,0,18,15,3,0,
21-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,132,15,5,,109,3,0,0,0,148,0,124,0,24,0,0,0,0,18,15,3,0,
22-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,131,15,4,0,109,3,0,0,0,49,0,27,0,22,0,0,0,0,18,15,3,0,
23-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,159,0,0,30,135,0,135,131,15,4,0,109,3,0,0,0,98,0,79,0,19,0,0,0,0,15,15,0,0,
24-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,131,15,4,0,109,3,0,0,0,49,0,33,0,16,0,0,0,0,15,15,0,0,
25-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,130,15,3,0,109,3,0,0,0,49,0,35,0,14,0,0,0,0,15,15,0,0,
26-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,129,15,3,0,109,2,0,0,0,98,0,95,0,3,0,0,0,0,20,15,5,0,
27-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,130,15,3,0,109,3,0,0,0,49,0,46,0,3,0,0,0,0,15,15,0,0,
28-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,130,15,3,0,109,3,0,0,0,3,0,0,0,3,0,0,0,0,23,15,8,0,
29-Feb-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,130,15,3,0,109,3,0,0,0,1,0,0,0,1,0,0,0,0,23,15,8,0,
01-Mar-24,0,0,0,188,25,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,131,15,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,20,15,5,0,
02-Mar-24,0,0,0,203,40,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,131,15,4,,109,3,0,0,0,0,0,0,0,0,0,0,0,0,20,15,5,0,
03-Mar-24,0,0,0,203,40,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,130,15,4,0,109,2,0,0,0,0,0,0,0,0,0,0,0,0,20,15,5,0,
04-Mar-24,0,0,0,203,40,0,0,150,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,135,0,135,131,15,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,20,15,5,0,
05-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,16,16,0,0,0,0,0,0,0,189,30,0,0,159,220,0,220,131,15,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
06-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,416,16,0,0,400,380,0,380,0,189,30,0,0,159,220,0,220,132,15,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
07-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,416,16,0,0,400,380,0,0,380,189,30,0,0,159,220,0,220,132,15,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
08-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,551,16,0,0,535,505,0,505,0,189,30,0,0,159,220,0,220,133,15,4,0,109,5,0,0,0,0,0,0,0,0,,0,0,0,15,15,0,0,
09-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,551,16,0,0,535,720,0,215,505,189,30,0,0,159,0,0,0,131,15,3,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
10-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,551,16,0,0,535,720,0,505,215,189,30,0,0,159,0,0,0,130,15,3,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
11-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,551,16,0,0,535,720,0,215,505,189,30,0,0,159,0,0,0,130,15,3,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
12-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,546,11,0,0,535,720,0,505,215,189,30,0,0,159,0,0,0,137,20,4,,109,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
13-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,546,11,0,0,535,720,0,505,215,189,30,0,0,159,0,0,0,141,25,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
14-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,546,11,0,0,535,720,0,505,215,189,30,0,0,159,0,0,0,141,25,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
15-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,546,11,0,0,535,720,0,505,215,189,30,0,0,159,0,0,0,142,25,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
16-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,546,11,0,0,535,720,505,215,0,189,30,0,0,159,0,0,0,142,25,4,,109,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
17-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,546,11,0,0,535,720,0,215,505,189,30,0,0,159,0,0,0,141,25,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
18-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,546,11,0,0,535,720,0,215,505,189,30,0,0,159,0,0,0,142,25,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
19-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,523,8,0,0,515,705,0,215,490,189,30,0,0,159,0,0,0,142,25,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
20-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,463,8,0,0,455,645,0,430,215,189,30,0,0,159,0,0,0,140,25,4,0,109,2,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
21-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,189,30,0,0,159,0,0,0,141,25,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
22-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,189,30,0,0,159,0,0,0,141,25,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
23-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,189,30,0,0,159,0,0,0,141,25,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
24-Mar-24,0,0,0,303,40,0,0,250,,0,0,0,8,8,0,0,0,215,0,215,0,213,30,0,0,183,0,0,0,141,25,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
25-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,8,8,0,0,0,140,0,140,0,210,30,0,0,180,0,0,0,133,25,5,0,99,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
26-Mar-24,0,0,0,53,40,0,0,0,13,0,0,0,8,8,0,0,0,0,0,0,0,208,30,0,0,178,0,0,0,143,25,5,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
27-Mar-24,0,0,0,303,40,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,213,30,0,0,183,0,0,0,142,25,5,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
28-Mar-24,0,0,0,306,40,0,0,250,16,0,0,0,8,8,0,0,0,215,0,215,0,214,30,0,0,184,0,0,0,142,25,5,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
29-Mar-24,0,0,0,304,40,0,0,250,14,0,0,0,8,8,0,0,0,215,0,215,0,217,30,0,0,187,0,0,0,141,25,4,0,109,3,0,0,0,0,0,0,0,0,0,0,,,0,,,,
30-Mar-24,0,0,0,304,40,0,0,250,14,0,0,0,8,8,0,0,0,215,0,215,0,216,30,0,0,186,0,0,0,139,25,4,0,107,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
31-Mar-24,0,0,0,304,40,0,0,250,14,0,0,0,8,8,0,0,0,215,0,215,0,216,30,0,0,186,0,0,0,141,25,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
01-Apr-24,0,0,0,304,40,0,0,250,14,0,0,0,8,8,0,0,0,215,0,215,0,216,30,0,0,186,0,0,0,142,25,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
02-Apr-24,0,0,0,299,35,0,0,250,14,0,0,0,8,8,0,0,0,215,0,215,0,217,30,0,0,187,0,0,0,141,25,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
03-Apr-24,0,0,0,299,35,0,0,250,14,0,0,0,8,8,0,0,0,215,0,215,0,217,30,0,0,187,0,0,0,142,25,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
04-Apr-24,0,0,0,299,35,0,0,250,14,0,0,0,8,8,0,0,0,215,0,215,0,215,30,0,0,185,0,0,0,143,25,4,0,109,5,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,
05-Apr-24,0,0,0,298,35,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,212,30,0,0,182,0,0,0,158,40,4,0,109,5,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
06-Apr-24,0,0,0,298,35,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,213,30,0,0,183,0,0,0,157,40,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
07-Apr-24,0,0,0,298,35,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,215,30,0,0,185,0,0,0,157,40,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,20,15,5,0,
08-Apr-24,0,0,0,298,35,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,215,30,0,0,185,0,0,0,156,40,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
09-Apr-24,0,0,0,298,35,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,215,30,0,0,185,0,0,0,157,40,0,4,109,4,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
10-Apr-24,0,0,0,298,35,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,214,30,0,0,184,0,0,0,157,40,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
11-Apr-24,0,0,0,300,35,0,0,250,15,0,0,0,8,8,0,0,0,215,0,215,0,204,30,0,0,174,0,0,0,156,40,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
12-Apr-24,0,0,0,236,35,0,0,188,13,0,0,0,8,8,0,0,0,170,0,170,0,214,30,0,0,184,0,0,0,156,40,4,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
13-Apr-24,0,0,0,298,35,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,214,30,0,0,184,0,0,0,157,40,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
14-Apr-24,0,0,0,298,35,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,214,30,0,0,184,0,0,0,157,40,4,0,109,4,0,0,0,0,0,0,0,0,,0,0,0,23,15,8,0,
15-Apr-24,0,0,0,298,35,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,214,30,0,0,184,0,0,0,157,40,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
16-Apr-24,0,0,0,298,35,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,214,30,0,0,184,0,0,0,157,40,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
17-Apr-24,0,0,0,298,35,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,214,30,0,0,184,0,0,0,157,40,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
18-Apr-24,0,0,0,288,25,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,216,30,0,0,186,0,0,0,157,40,4,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
19-Apr-24,0,0,0,288,25,0,0,250,13,0,0,0,8,8,0,0,0,215,0,215,0,216,30,0,0,186,0,0,0,159,40,6,0,109,4,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,0,
